bin,range_m,mf_magnitude,cfar_threshold,detected
698,10462.7568,1.557116,27.515120,0
699,10477.7464,2.505504,28.105198,0
700,10492.7360,2.283216,28.597733,0
701,10507.7257,5.219952,28.343694,0
702,10522.7153,7.868731,27.372373,0
703,10537.7049,0.318493,26.257023,0
704,10552.6945,10.875999,26.479427,0
705,10567.6841,11.645334,26.239604,0
706,10582.6738,11.582796,24.836559,0
707,10597.6634,12.726365,24.342076,0
708,10612.6530,6.716010,24.479023,0
709,10627.6426,1.923771,25.086990,0
710,10642.6323,1.878636,25.367701,0
711,10657.6219,8.207616,25.210106,0
712,10672.6115,6.493922,25.900393,0
713,10687.6011,2.439865,26.126998,0
714,10702.5908,8.051651,25.485086,0
715,10717.5804,7.526766,25.018492,0
716,10732.5700,5.637194,24.001558,0
717,10747.5596,5.395123,24.303530,0
718,10762.5492,2.591569,24.771203,0
719,10777.5389,6.324547,25.085216,0
720,10792.5285,13.338622,25.000582,0
721,10807.5181,9.468105,24.864020,0
722,10822.5077,3.870068,26.017641,0
723,10837.4974,4.515169,26.187782,0
724,10852.4870,9.418533,26.190327,0
725,10867.4766,11.609388,26.544878,0
726,10882.4662,8.601667,26.195205,0
727,10897.4558,9.768044,25.643566,0
728,10912.4455,9.527174,24.661113,0
729,10927.4351,4.022659,24.764686,0
730,10942.4247,7.973964,25.789594,0
731,10957.4143,7.394406,26.840842,0
732,10972.4040,4.956059,27.619931,0
733,10987.3936,6.902378,27.726100,0
734,11002.3832,8.231969,28.189216,0
735,11017.3728,6.200508,28.615514,0
736,11032.3625,1.883515,28.524127,0
737,11047.3521,10.465935,28.602345,0
738,11062.3417,9.422519,27.444674,0
739,11077.3313,2.218663,26.802974,0
740,11092.3209,5.062054,26.550562,0
741,11107.3106,9.369940,25.475674,0
742,11122.3002,15.751963,25.271041,0
743,11137.2898,13.313420,25.239546,0
744,11152.2794,7.160189,25.166248,0
745,11167.2691,3.551154,24.901841,0
746,11182.2587,7.366052,24.469695,0
747,11197.2483,9.387247,26.260867,0
748,11212.2379,4.237202,26.734173,0
749,11227.2276,4.403151,26.012391,0
750,11242.2172,9.593804,25.109538,0
751,11257.2068,11.570485,25.329868,0
752,11272.1964,10.134867,26.247439,0
753,11287.1860,8.863295,25.602390,0
754,11302.1757,12.497883,25.445087,0
755,11317.1653,8.875456,25.801213,0
756,11332.1549,3.455800,26.562218,0
757,11347.1445,10.411951,27.260442,0
758,11362.1342,5.920010,27.240279,0
759,11377.1238,3.438731,27.785057,0
760,11392.1134,3.527530,28.616481,0
761,11407.1030,4.394247,28.567628,0
762,11422.0926,1.797839,28.283803,0
763,11437.0823,3.089355,25.781979,0
764,11452.0719,4.726576,24.123505,0
765,11467.0615,6.540597,24.097614,0
766,11482.0511,8.663270,24.207870,0
767,11497.0408,15.237723,23.715532,0
768,11512.0304,9.802509,23.774559,0
769,11527.0200,1.976487,23.986298,0
770,11542.0096,4.623808,24.294273,0
771,11556.9993,11.019083,24.650030,0
772,11571.9889,10.972550,25.204107,0
773,11586.9785,3.838870,25.100055,0
774,11601.9681,6.263014,25.011237,0
775,11616.9577,6.501439,25.219780,0
776,11631.9474,6.040924,25.469888,0
777,11646.9370,5.728764,25.920436,0
778,11661.9266,5.560132,25.469766,0
779,11676.9162,5.657736,25.494744,0
780,11691.9059,9.438786,25.613447,0
781,11706.8955,6.934346,25.588565,0
782,11721.8851,2.461534,25.640955,0
783,11736.8747,6.301239,25.156767,0
784,11751.8644,3.653848,24.141741,0
785,11766.8540,6.244039,24.966055,0
786,11781.8436,5.536227,24.837800,0
787,11796.8332,10.084794,23.707713,0
788,11811.8228,14.400625,22.221515,0
789,11826.8125,6.377433,21.969168,0
790,11841.8021,7.772782,21.705788,0
791,11856.7917,10.557697,20.334541,0
792,11871.7813,4.582904,19.725621,0
793,11886.7710,4.873519,20.420697,0
794,11901.7606,9.603218,21.309546,0
795,11916.7502,14.079621,21.972138,0
796,11931.7398,9.190014,22.562602,0
797,11946.7295,3.008829,22.708759,0
798,11961.7191,5.503647,22.526131,0
799,11976.7087,6.272443,23.226981,0
800,11991.6983,1.047170,25.305298,0
801,12006.6879,3.334504,26.043931,0
802,12021.6776,5.018731,26.718858,0
803,12036.6672,0.524367,27.039464,0
804,12051.6568,5.905839,27.877879,0
805,12066.6464,9.761853,28.139338,0
806,12081.6361,5.996534,28.045638,0
807,12096.6257,3.996123,28.051653,0
808,12111.6153,2.970047,27.724281,0
809,12126.6049,8.547192,27.454105,0
810,12141.5945,4.759247,28.077266,0
811,12156.5842,4.014981,27.562814,0
812,12171.5738,5.570860,27.362954,0
813,12186.5634,2.395587,27.234461,0
814,12201.5530,10.750273,27.574455,0
815,12216.5427,10.204826,27.628457,0
816,12231.5323,3.277841,26.093956,0
817,12246.5219,6.815256,24.452833,0
818,12261.5115,3.079888,23.231477,0
819,12276.5012,5.925550,24.351509,0
820,12291.4908,13.079712,23.898886,0
821,12306.4804,14.616724,23.637463,0
822,12321.4700,13.481964,24.724842,0
823,12336.4596,6.588982,24.674232,0
824,12351.4493,12.134080,24.608414,0
825,12366.4389,11.367602,25.493904,0
826,12381.4285,5.893632,25.310526,0
827,12396.4181,4.753303,26.550190,0
828,12411.4078,8.815616,26.558516,0
829,12426.3974,11.555929,27.419746,0
830,12441.3870,12.833654,27.933882,0
831,12456.3766,6.540036,27.368003,0
832,12471.3663,8.563081,26.920947,0
833,12486.3559,6.131498,27.140279,0
834,12501.3455,4.006868,28.158174,0
835,12516.3351,10.659352,28.085462,0
836,12531.3247,10.296732,27.814571,0
837,12546.3144,4.283734,27.782009,0
838,12561.3040,3.233809,26.947536,0
839,12576.2936,10.859546,27.463695,0
840,12591.2832,4.118267,28.095801,0
841,12606.2729,9.072735,27.244837,0
842,12621.2625,12.533216,26.288813,0
843,12636.2521,5.549758,24.676026,0
844,12651.2417,5.757801,25.627370,0
845,12666.2314,11.417522,24.631422,0
846,12681.2210,4.291196,24.083124,0
847,12696.2106,9.472485,24.870405,0
848,12711.2002,6.870699,24.962659,0
849,12726.1898,6.210075,24.824938,0
850,12741.1795,6.724347,25.221281,0
851,12756.1691,2.776275,24.345765,0
852,12771.1587,5.174863,24.910794,0
853,12786.1483,2.687365,25.349378,0
854,12801.1380,7.171166,25.828806,0
855,12816.1276,7.518878,25.347021,0
856,12831.1172,5.737925,24.517892,0
857,12846.1068,3.782126,23.837726,0
858,12861.0964,5.385185,23.425839,0
859,12876.0861,10.413331,23.650228,0
860,12891.0757,7.742201,22.763701,0
861,12906.0653,7.363228,23.010183,0
862,12921.0549,7.762786,22.778124,0
863,12936.0446,3.819234,22.905300,0
864,12951.0342,10.778591,23.445211,0
865,12966.0238,4.331285,23.552917,0
866,12981.0134,3.469822,22.637618,0
867,12996.0031,0.957332,22.636640,0
868,13010.9927,5.688345,22.203764,0
869,13025.9823,5.588030,21.969236,0
870,13040.9719,10.680734,21.353112,0
871,13055.9615,8.526725,21.600729,0
872,13070.9512,8.331566,22.902197,0
873,13085.9408,10.320701,24.082329,0
874,13100.9304,10.079574,24.188419,0
875,13115.9200,2.313013,24.894279,0
876,13130.9097,6.472434,25.173788,0
877,13145.8993,5.903110,25.337669,0
878,13160.8889,3.608389,25.672952,0
879,13175.8785,2.300125,25.406057,0
880,13190.8682,7.362222,24.953799,0
881,13205.8578,6.051821,25.736894,0
882,13220.8474,6.941968,25.559992,0
883,13235.8370,12.100308,25.407799,0
884,13250.8266,5.454611,26.050345,0
885,13265.8163,4.428769,26.311174,0
886,13280.8059,7.966039,26.282505,0
887,13295.7955,5.543092,27.130432,0
888,13310.7851,9.292918,27.920494,0
889,13325.7748,2.546255,27.193339,0
890,13340.7644,6.432115,27.112691,0
891,13355.7540,8.391515,26.737043,0
892,13370.7436,14.911174,25.976901,0
893,13385.7332,13.982795,26.210191,0
894,13400.7229,2.090663,26.117663,0
895,13415.7125,6.820262,25.937615,0
896,13430.7021,8.943746,26.464067,0
897,13445.6917,4.995291,26.768882,0
898,13460.6814,2.694178,27.466991,0
899,13475.6710,5.739742,27.295151,0
900,13490.6606,8.034423,26.473390,0
901,13505.6502,12.517304,27.149098,0
902,13520.6399,7.457880,27.501891,0
903,13535.6295,7.396527,26.398672,0
904,13550.6191,13.956751,25.131515,0
905,13565.6087,10.459842,25.012020,0
906,13580.5983,4.357373,25.988702,0
907,13595.5880,13.040727,25.787520,0
908,13610.5776,14.396158,26.054647,0
909,13625.5672,8.829603,26.678919,0
910,13640.5568,1.688628,26.826137,0
911,13655.5465,6.040264,26.456917,0
912,13670.5361,1.351794,26.629882,0
913,13685.5257,6.671821,26.592333,0
914,13700.5153,9.631967,26.503039,0
915,13715.5050,8.066535,26.579656,0
916,13730.4946,9.066342,26.404213,0
917,13745.4842,4.988331,24.686471,0
918,13760.4738,2.910611,24.319049,0
919,13775.4634,5.928167,24.795439,0
920,13790.4531,4.591900,24.694643,0
921,13805.4427,13.865724,24.943523,0
922,13820.4323,9.405698,24.005066,0
923,13835.4219,5.718486,23.659858,0
924,13850.4116,11.177752,23.524148,0
925,13865.4012,5.019672,22.059718,0
926,13880.3908,3.890081,22.707245,0
927,13895.3804,3.618139,23.308930,0
928,13910.3701,4.400729,23.127042,0
929,13925.3597,5.897903,23.111735,0
930,13940.3493,3.669768,22.095060,0
931,13955.3389,5.335567,21.851317,0
932,13970.3285,3.175912,21.788874,0
933,13985.3182,5.829683,21.937402,0
934,14000.3078,10.574173,22.085364,0
935,14015.2974,6.989768,21.500307,0
936,14030.2870,1.801514,20.601749,0
937,14045.2767,2.699650,19.967517,0
938,14060.2663,3.862681,20.499234,0
939,14075.2559,4.163916,21.974635,0
940,14090.2455,8.823890,22.337930,0
941,14105.2351,6.677685,22.871730,0
942,14120.2248,3.033381,22.029121,0
943,14135.2144,3.302146,21.426449,0
944,14150.2040,4.442150,20.848941,0
945,14165.1936,2.887991,19.606051,0
946,14180.1833,4.187076,19.666543,0
947,14195.1729,6.480946,19.870906,0
948,14210.1625,11.050872,19.781196,0
949,14225.1521,10.685049,19.818105,0
950,14240.1418,5.174341,19.234554,0
951,14255.1314,2.111613,19.401247,0
952,14270.1210,4.297540,20.185891,0
953,14285.1106,3.036745,20.930806,0
954,14300.1002,6.646672,21.272519,0
955,14315.0899,4.493176,20.453917,0
956,14330.0795,1.016058,20.004724,0
957,14345.0691,6.289364,19.749467,0
958,14360.0587,8.038273,19.379974,0
959,14375.0484,9.770089,19.414670,0
960,14390.0380,7.367993,19.023715,0
961,14405.0276,9.926657,18.562978,0
962,14420.0172,9.437388,18.575540,0
963,14435.0069,6.084847,18.773860,0
964,14449.9965,8.017658,19.737240,0
965,14464.9861,3.239311,20.422575,0
966,14479.9757,3.808214,21.234302,0
967,14494.9653,5.883580,22.063080,0
968,14509.9550,3.160712,21.466787,0
969,14524.9446,3.638379,21.184452,0
970,14539.9342,1.514542,20.456156,0
971,14554.9238,5.952674,19.783721,0
972,14569.9135,8.979466,20.403779,0
973,14584.9031,4.399350,20.333093,0
974,14599.8927,5.260098,20.275237,0
975,14614.8823,8.836279,20.364473,0
976,14629.8720,6.647918,20.652566,0
977,14644.8616,7.272526,21.230128,0
978,14659.8512,6.616708,21.147648,0
979,14674.8408,3.435588,21.150500,0
980,14689.8304,4.046574,20.813888,0
981,14704.8201,5.949651,20.856087,0
982,14719.8097,4.575666,20.930043,0
983,14734.7993,1.188646,20.030900,0
984,14749.7889,6.056353,20.168558,0
985,14764.7786,7.823383,20.191500,0
986,14779.7682,3.671600,21.005472,0
987,14794.7578,8.455333,21.499191,0
988,14809.7474,2.789705,20.847190,0
989,14824.7370,6.409967,20.931600,0
990,14839.7267,6.357444,21.475244,0
991,14854.7163,3.036576,21.191675,0
992,14869.7059,9.420762,22.606805,0
993,14884.6955,7.261863,22.265226,0
994,14899.6852,5.720193,22.559817,0
995,14914.6748,8.034990,23.157082,0
996,14929.6644,6.046418,22.628513,0
997,14944.6540,5.322466,22.442195,0
998,14959.6437,5.537003,21.964075,0
999,14974.6333,6.222520,21.943614,0
1000,14989.6229,3.420678,22.461612,0
1001,15004.6125,8.750437,23.700754,0
1002,15019.6021,8.270146,25.111465,0
1003,15034.5918,2.519753,24.818115,0
1004,15049.5814,7.042479,25.199810,0
1005,15064.5710,9.579773,24.834795,0
1006,15079.5606,10.772869,25.400589,0
1007,15094.5503,8.105992,26.825818,0
1008,15109.5399,6.258715,25.247665,0
1009,15124.5295,6.051361,25.467352,0
1010,15139.5191,7.340080,25.495231,0
1011,15154.5088,4.134933,25.779019,0
1012,15169.4984,13.650552,26.852091,0
1013,15184.4880,7.431077,26.961026,0
1014,15199.4776,6.965479,27.291386,0
1015,15214.4672,10.384619,27.443620,0
1016,15229.4569,2.828169,27.502412,0
1017,15244.4465,2.614551,28.511266,0
1018,15259.4361,2.211718,27.401314,0
1019,15274.4257,3.836109,27.475993,0
1020,15289.4154,8.112039,28.120371,0
1021,15304.4050,15.591540,28.607604,0
1022,15319.3946,18.154550,27.525865,0
1023,15334.3842,3.474144,26.184113,0
1024,15349.3738,7.688117,26.794965,0
1025,15364.3635,2.614980,27.939141,0
1026,15379.3531,11.123509,30.393759,0
1027,15394.3427,13.614728,31.735334,0
1028,15409.3323,2.253962,31.200204,0
1029,15424.3220,6.841944,31.489320,0
1030,15439.3116,1.446914,31.433426,0
1031,15454.3012,8.708110,32.618373,0
1032,15469.2908,10.993064,33.182630,0
1033,15484.2805,8.601843,30.923947,0
1034,15499.2701,8.645550,30.320244,0
1035,15514.2597,4.306148,30.430574,0
1036,15529.2493,11.088482,31.299902,0
1037,15544.2389,16.209595,33.162980,0
1038,15559.2286,10.799051,34.273927,0
1039,15574.2182,2.549090,34.724843,0
1040,15589.2078,9.869201,34.296229,0
1041,15604.1974,9.665043,33.668607,0
1042,15619.1871,3.377009,32.635688,0
1043,15634.1767,5.726262,30.957623,0
1044,15649.1663,9.682252,31.105662,0
1045,15664.1559,14.777482,31.699000,0
1046,15679.1456,16.735656,31.921596,0
1047,15694.1352,10.592909,30.498920,0
1048,15709.1248,8.573545,29.437789,0
1049,15724.1144,10.411488,29.939685,0
1050,15739.1040,9.694403,31.084293,0
1051,15754.0937,13.276020,32.565428,0
1052,15769.0833,8.124929,31.736122,0
1053,15784.0729,3.140666,30.450877,0
1054,15799.0625,3.764441,30.623910,0
1055,15814.0522,8.545097,30.605146,0
1056,15829.0418,17.038530,32.013275,0
1057,15844.0314,18.456953,31.886143,0
1058,15859.0210,12.995314,30.327881,0
1059,15874.0107,7.498100,30.023166,0
1060,15889.0003,1.103976,29.994094,0
1061,15903.9899,5.773058,30.420018,0
1062,15918.9795,7.421746,31.533871,0
1063,15933.9691,2.284167,32.247791,0
1064,15948.9588,10.325950,32.566193,0
1065,15963.9484,13.484627,32.764992,0
1066,15978.9380,7.061700,31.664543,0
1067,15993.9276,4.724275,30.220507,0
1068,16008.9173,5.281161,29.238184,0
1069,16023.9069,3.248343,28.851844,0
1070,16038.8965,7.213644,28.396006,0
1071,16053.8861,8.814307,28.009734,0
1072,16068.8757,9.697743,26.595744,0
1073,16083.8654,12.180294,26.755817,0
1074,16098.8550,12.890176,27.139017,0
1075,16113.8446,5.791444,27.241444,0
1076,16128.8342,10.386736,27.107507,0
1077,16143.8239,8.118556,25.771984,0
1078,16158.8135,4.158868,24.916476,0
1079,16173.8031,7.247586,25.117604,0
1080,16188.7927,5.905330,24.760937,0
1081,16203.7824,8.128758,24.672770,0
1082,16218.7720,3.086632,25.006082,0
1083,16233.7616,1.171704,24.917650,0
1084,16248.7512,8.144633,26.532776,0
1085,16263.7408,11.917224,26.539817,0
1086,16278.7305,4.949553,26.015850,0
1087,16293.7201,5.894946,26.442468,0
1088,16308.7097,5.090632,26.200259,0
1089,16323.6993,6.924619,25.702176,0
1090,16338.6890,3.804942,26.092808,0
1091,16353.6786,3.511056,25.753935,0
1092,16368.6682,5.505829,25.500448,0
1093,16383.6578,11.385987,24.732478,0
1094,16398.6475,8.861760,23.707736,0
1095,16413.6371,5.600223,22.389643,0
1096,16428.6267,2.893769,21.993091,0
1097,16443.6163,7.113101,21.288830,0
1098,16458.6059,8.473908,21.588141,0
1099,16473.5956,5.853816,21.632407,0
1100,16488.5852,5.972916,19.849934,0
1101,16503.5748,4.720890,18.711830,0
1102,16518.5644,6.446939,18.244674,0
1103,16533.5541,7.700605,17.886246,0
1104,16548.5437,15.091742,18.181805,0
1105,16563.5333,10.991957,18.029716,0
1106,16578.5229,6.904365,17.177293,0
1107,16593.5126,10.943905,17.419246,0
1108,16608.5022,3.609703,18.063778,0
1109,16623.4918,3.699299,19.984155,0
1110,16638.4814,2.779647,20.562664,0
1111,16653.4710,2.494488,21.417905,0
1112,16668.4607,3.515740,22.307119,0
1113,16683.4503,1.749571,22.474927,0
1114,16698.4399,4.835720,21.596205,0
1115,16713.4295,1.940917,21.168798,0
1116,16728.4192,2.029436,20.922885,0
1117,16743.4088,2.909147,21.324784,0
1118,16758.3984,4.038846,22.277540,0
1119,16773.3880,1.949649,23.301971,0
1120,16788.3776,5.217973,23.348549,0
1121,16803.3673,3.966679,23.205397,0
1122,16818.3569,3.374407,23.529689,0
1123,16833.3465,4.319741,24.004151,0
1124,16848.3361,3.478266,23.694311,0
1125,16863.3258,5.275538,22.204675,0
1126,16878.3154,6.121834,21.565972,0
1127,16893.3050,3.775662,20.667129,0
1128,16908.2946,7.508834,20.020098,0
1129,16923.2843,4.504488,19.868507,0
1130,16938.2739,4.565283,20.176617,0
1131,16953.2635,8.844447,20.732915,0
1132,16968.2531,3.640595,20.683027,0
1133,16983.2427,6.948316,20.876790,0
1134,16998.2324,4.019302,19.813942,0
1135,17013.2220,4.449973,18.444880,0
1136,17028.2116,4.618661,19.643147,0
1137,17043.2012,7.915631,20.396720,0
1138,17058.1909,13.545429,20.466370,0
1139,17073.1805,14.390391,19.897660,0
1140,17088.1701,7.008085,19.974811,0
1141,17103.1597,6.277489,20.090896,0
1142,17118.1494,9.835765,20.320017,0
1143,17133.1390,10.350231,21.691398,0
1144,17148.1286,8.220041,22.975770,0
1145,17163.1182,3.977587,23.307178,0
1146,17178.1078,6.489097,23.396704,0
1147,17193.0975,0.830249,24.095757,0
1148,17208.0871,5.952283,25.754280,0
1149,17223.0767,5.574996,25.979759,0
1150,17238.0663,6.245190,25.717336,0
1151,17253.0560,7.634593,25.529357,0
1152,17268.0456,2.665309,24.833891,0
1153,17283.0352,6.540616,25.788020,0
1154,17298.0248,6.047998,26.094874,0
1155,17313.0144,7.251085,26.434375,0
1156,17328.0041,10.559253,26.475688,0
1157,17342.9937,10.988149,26.488634,0
1158,17357.9833,8.090724,26.461624,0
1159,17372.9729,6.201393,26.997290,0
1160,17387.9626,7.796885,26.958787,0
1161,17402.9522,5.971730,27.371861,0
1162,17417.9418,4.790309,27.883057,0
1163,17432.9314,1.157913,27.202670,0
1164,17447.9211,4.360867,25.832826,0
1165,17462.9107,6.328930,25.364535,0
1166,17477.9003,6.321662,26.270224,0
1167,17492.8899,9.927976,27.104996,0
1168,17507.8795,12.732815,27.039247,0
1169,17522.8692,8.158933,26.182612,0
1170,17537.8588,0.609058,25.489771,0
1171,17552.8484,1.558258,25.082619,0
1172,17567.8380,9.165926,25.390082,0
1173,17582.8277,15.600686,26.074791,0
1174,17597.8173,11.418970,26.407531,0
1175,17612.8069,8.311473,25.643854,0
1176,17627.7965,5.372216,24.549129,0
1177,17642.7862,7.207323,24.532688,0
1178,17657.7758,6.207773,25.357463,0
1179,17672.7654,15.300366,25.690551,0
1180,17687.7550,12.934190,25.947234,0
1181,17702.7446,6.705259,25.888290,0
1182,17717.7343,6.581902,25.887334,0
1183,17732.7239,4.179914,26.645187,0
1184,17747.7135,3.600895,27.938523,0
1185,17762.7031,1.208575,29.992641,0
1186,17777.6928,10.988473,31.732080,0
1187,17792.6824,12.457232,31.988811,0
1188,17807.6720,8.525781,31.608495,0
1189,17822.6616,11.094862,31.045100,0
1190,17837.6513,3.751861,30.405657,0
1191,17852.6409,2.526350,30.724996,0
1192,17867.6305,5.925557,31.852576,0
1193,17882.6201,1.606398,31.449114,0
1194,17897.6097,8.191900,31.141985,0
1195,17912.5994,12.293267,31.062801,0
1196,17927.5890,7.259053,30.926734,0
1197,17942.5786,8.368068,31.521056,0
1198,17957.5682,6.637339,30.714444,0
1199,17972.5579,1.876271,30.157536,0
1200,17987.5475,4.699385,30.144760,0
1201,18002.5371,4.922442,27.792522,0
1202,18017.5267,10.213428,25.918562,0
1203,18032.5163,16.092287,25.764047,0
1204,18047.5060,7.182914,25.549431,0
1205,18062.4956,18.210190,25.996887,0
1206,18077.4852,18.195846,26.895800,0
1207,18092.4748,7.216230,26.817434,0
1208,18107.4645,6.609471,26.827995,0
1209,18122.4541,6.775104,26.808278,0
1210,18137.4437,3.794542,27.606243,0
1211,18152.4333,9.448809,28.973768,0
1212,18167.4230,10.559527,28.974812,0
1213,18182.4126,2.184852,28.296059,0
1214,18197.4022,10.329649,29.086225,0
1215,18212.3918,10.250286,28.825859,0
1216,18227.3814,7.713137,28.017733,0
1217,18242.3711,11.369181,28.179538,0
1218,18257.3607,1.778850,27.796662,0
1219,18272.3503,11.346719,28.742796,0
1220,18287.3399,11.500479,29.626548,0
1221,18302.3296,6.131415,29.549757,0
1222,18317.3192,2.058581,29.910891,0
1223,18332.3088,5.234256,29.320139,0
1224,18347.2984,4.961557,28.825961,0
1225,18362.2881,10.292683,29.268438,0
1226,18377.2777,11.583871,27.456897,0
1227,18392.2673,9.648406,25.456392,0
1228,18407.2569,3.069728,25.316026,0
1229,18422.2465,4.764176,25.208220,0
1230,18437.2362,5.326887,25.015433,0
1231,18452.2258,4.477589,25.137307,0
1232,18467.2154,3.739294,25.098085,0
1233,18482.2050,2.032951,24.577921,0
1234,18497.1947,9.787267,24.674690,0
1235,18512.1843,11.672499,23.501573,0
1236,18527.1739,7.508192,23.081326,0
1237,18542.1635,2.459288,23.527944,0
1238,18557.1532,2.286718,22.204217,0
1239,18572.1428,11.186655,22.485606,0
1240,18587.1324,8.816680,22.898851,0
1241,18602.1220,7.409875,22.258042,0
1242,18617.1116,9.671695,22.184445,0
1243,18632.1013,9.451356,22.444095,0
1244,18647.0909,7.313134,23.038843,0
1245,18662.0805,4.370736,23.886501,0
1246,18677.0701,3.779631,23.963536,0
1247,18692.0598,5.433142,23.528009,0
1248,18707.0494,4.158217,23.229928,0
1249,18722.0390,2.621010,23.373505,0
1250,18737.0286,2.592739,23.358740,0
1251,18752.0182,5.898002,23.211447,0
1252,18767.0079,6.830336,22.560754,0
1253,18781.9975,5.536532,21.359856,0
1254,18796.9871,1.263174,21.114662,0
1255,18811.9767,5.832123,20.242381,0
1256,18826.9664,10.200861,18.492854,0
1257,18841.9560,12.760513,18.793045,0
1258,18856.9456,6.095807,18.859805,0
1259,18871.9352,5.865683,18.818786,0
1260,18886.9249,10.110176,18.457469,0
1261,18901.9145,2.868719,18.318774,0
1262,18916.9041,6.002069,18.701469,0
1263,18931.8937,7.954341,18.234654,0
1264,18946.8833,0.808619,19.054483,0
1265,18961.8730,8.544908,22.423591,0
1266,18976.8626,8.295033,23.111024,0
1267,18991.8522,3.662546,23.128628,0
1268,19006.8418,2.937286,23.619945,0
1269,19021.8315,2.580053,23.580713,0
1270,19036.8211,1.766609,24.206618,0
1271,19051.8107,5.247560,25.025697,0
1272,19066.8003,2.299310,25.041836,0
1273,19081.7900,1.174276,24.595054,0
1274,19096.7796,1.787788,24.388346,0
1275,19111.7692,3.912895,24.407560,0
1276,19126.7588,0.697169,24.326967,0
1277,19141.7484,7.176962,23.571590,0
1278,19156.7381,4.353914,22.742512,0
1279,19171.7277,7.891201,23.705915,0
1280,19186.7173,7.169283,22.812250,0
1281,19201.7069,5.603416,19.464501,0
1282,19216.6966,1.833466,19.334456,0
1283,19231.6862,4.254315,19.391551,0
1284,19246.6758,12.458330,19.466002,0
1285,19261.6654,19.414398,20.290820,0
1286,19276.6550,10.384980,20.955934,0
1287,19291.6447,2.870242,20.102861,0
1288,19306.6343,6.356135,20.646939,0
1289,19321.6239,3.530390,22.029721,0
1290,19336.6135,5.170192,24.600858,0
1291,19351.6032,8.610031,24.912240,0
1292,19366.5928,4.927577,24.569889,0
1293,19381.5824,4.800157,24.958769,0
1294,19396.5720,3.548874,24.792278,0
1295,19411.5617,7.972252,23.785372,0
1296,19426.5513,6.789632,24.059513,0
1297,19441.5409,4.656797,23.907517,0
1298,19456.5305,7.048714,23.965669,0
1299,19471.5201,13.646676,24.367770,0
1300,19486.5098,7.047049,24.166902,0
1301,19501.4994,7.368314,25.076353,0
1302,19516.4890,7.031376,25.013403,0
1303,19531.4786,5.651197,25.167001,0
1304,19546.4683,7.076370,25.839655,0
1305,19561.4579,7.748536,24.959175,0
1306,19576.4475,12.272045,23.306632,0
1307,19591.4371,5.878718,23.453214,0
1308,19606.4268,9.277487,23.771169,0
1309,19621.4164,7.307320,23.845163,0
1310,19636.4060,1.345459,24.395671,0
1311,19651.3956,2.248642,25.416231,0
1312,19666.3852,3.821722,25.219302,0
1313,19681.3749,6.657452,25.651792,0
1314,19696.3645,3.710031,25.310170,0
1315,19711.3541,4.005042,24.733853,0
1316,19726.3437,5.492323,24.874306,0
1317,19741.3334,2.938880,24.331777,0
1318,19756.3230,9.287337,24.593492,0
1319,19771.3126,9.827000,24.847766,0
1320,19786.3022,4.422504,24.142714,0
1321,19801.2919,14.128572,23.957341,0
1322,19816.2815,12.282567,24.244754,0
1323,19831.2711,3.368445,25.435934,0
1324,19846.2607,4.561868,25.640612,0
1325,19861.2503,4.983935,25.685227,0
1326,19876.2400,9.235152,26.463787,0
1327,19891.2296,9.165960,26.220130,0
1328,19906.2192,5.994007,25.820316,0
1329,19921.2088,6.723916,25.406799,0
1330,19936.1985,6.768622,25.690385,0
1331,19951.1881,6.677585,27.139868,0
1332,19966.1777,6.311974,27.459286,0
1333,19981.1673,3.579489,27.063427,0
1334,19996.1569,1.923422,26.457113,0
1335,20011.1466,4.569378,26.656578,0
1336,20026.1362,9.947363,26.646286,0
1337,20041.1258,12.290974,26.691109,0
1338,20056.1154,12.908034,26.507740,0
1339,20071.1051,9.217378,24.610603,0
1340,20086.0947,9.350828,24.320901,0
1341,20101.0843,4.195322,24.338874,0
1342,20116.0739,13.133216,24.120726,0
1343,20131.0636,14.987868,24.420299,0
1344,20146.0532,1.624593,24.934079,0
1345,20161.0428,9.088089,25.517563,0
1346,20176.0324,5.288871,25.696779,0
1347,20191.0220,2.417261,25.352033,0
1348,20206.0117,0.818283,25.899940,0
1349,20221.0013,3.815730,25.426372,0
1350,20235.9909,8.700793,25.769656,0
1351,20250.9805,12.922903,25.840803,0
1352,20265.9702,8.501882,25.313431,0
1353,20280.9598,8.064244,25.042781,0
1354,20295.9494,8.272377,25.784723,0
1355,20310.9390,9.201912,28.303060,0
1356,20325.9287,7.565927,29.691158,0
1357,20340.9183,3.885052,29.734182,0
1358,20355.9079,11.792241,29.340166,0
1359,20370.8975,4.052155,29.377756,0
1360,20385.8871,5.985594,29.922088,0
1361,20400.8768,2.413288,29.657752,0
1362,20415.8664,6.695115,29.795635,0
1363,20430.8560,5.804078,29.744078,0
1364,20445.8456,1.756399,28.529506,0
1365,20460.8353,6.016297,28.779348,0
1366,20475.8249,10.510111,28.047377,0
1367,20490.8145,5.200119,27.467009,0
1368,20505.8041,3.982089,27.648101,0
1369,20520.7938,5.044064,27.645739,0
1370,20535.7834,9.151196,26.376192,0
1371,20550.7730,10.654903,24.909863,0
1372,20565.7626,3.886363,23.656928,0
1373,20580.7522,3.660789,23.931712,0
1374,20595.7419,15.823381,23.741252,0
1375,20610.7315,18.783478,23.087645,0
1376,20625.7211,11.448752,22.820992,0
