bin,range_m,mf_magnitude,cfar_threshold,detected
1377,20640.7107,6.337015,22.375515,0
1378,20655.7004,7.814810,21.325358,0
1379,20670.6900,11.768189,21.809124,0
1380,20685.6796,10.007581,24.199859,0
1381,20700.6692,4.378352,24.951097,0
1382,20715.6588,11.728106,25.650002,0
1383,20730.6485,7.159733,26.379840,0
1384,20745.6381,3.443927,27.046197,0
1385,20760.6277,5.931672,27.648582,0
1386,20775.6173,5.983120,27.513447,0
1387,20790.6070,0.269541,27.149706,0
1388,20805.5966,4.145543,26.838463,0
1389,20820.5862,3.254904,26.167593,0
1390,20835.5758,4.807205,25.957770,0
1391,20850.5655,9.621901,25.482853,0
1392,20865.5551,9.411902,24.537084,0
1393,20880.5447,11.652912,24.689099,0
1394,20895.5343,8.569524,24.701066,0
1395,20910.5239,5.604177,23.793418,0
1396,20925.5136,5.881801,23.110849,0
1397,20940.5032,0.970322,23.091574,0
1398,20955.4928,1.280601,23.200079,0
1399,20970.4824,1.582723,22.874220,0
1400,20985.4721,2.293761,22.143526,0
1401,21000.4617,7.116732,21.620696,0
1402,21015.4513,10.368228,21.342101,0
1403,21030.4409,9.883414,20.666256,0
1404,21045.4306,4.373177,20.656455,0
1405,21060.4202,3.509114,20.345547,0
1406,21075.4098,4.217191,21.178922,0
1407,21090.3994,2.424669,23.104427,0
1408,21105.3890,3.739165,24.162480,0
1409,21120.3787,5.759035,24.121388,0
1410,21135.3683,5.558938,24.178470,0
1411,21150.3579,2.470759,23.546649,0
1412,21165.3475,2.491610,21.736221,0
1413,21180.3372,4.614813,20.476935,0
1414,21195.3268,2.493816,19.987869,0
1415,21210.3164,9.889479,20.200047,0
1416,21225.3060,13.019498,19.958385,0
1417,21240.2956,9.511459,19.653121,0
1418,21255.2853,5.189182,19.905960,0
1419,21270.2749,6.348279,19.731794,0
1420,21285.2645,5.251771,20.236810,0
1421,21300.2541,3.043856,21.620272,0
1422,21315.2438,0.354609,21.031243,0
1423,21330.2334,7.527422,19.370094,0
1424,21345.2230,7.843712,19.017398,0
1425,21360.2126,1.242491,19.489061,0
1426,21375.2023,10.917714,19.369726,0
1427,21390.1919,13.786273,19.520072,0
1428,21405.1815,7.651606,20.445404,0
1429,21420.1711,3.661760,20.870302,0
1430,21435.1607,3.572956,20.139404,0
1431,21450.1504,3.565987,20.353447,0
1432,21465.1400,3.225502,22.303259,0
1433,21480.1296,2.384309,23.039075,0
1434,21495.1192,8.379450,23.356501,0
1435,21510.1089,10.411632,23.678329,0
1436,21525.0985,4.877022,24.409176,0
1437,21540.0881,1.181991,23.865083,0
1438,21555.0777,3.124114,23.436043,0
1439,21570.0674,5.602135,23.881331,0
1440,21585.0570,5.171781,24.037736,0
1441,21600.0466,3.304978,24.146585,0
1442,21615.0362,2.012475,24.369357,0
1443,21630.0258,8.331233,24.278004,0
1444,21645.0155,8.679507,24.156182,0
1445,21660.0051,7.707630,24.093730,0
1446,21674.9947,1.382399,24.565980,0
1447,21689.9843,6.921426,24.062455,0
1448,21704.9740,8.396555,22.989549,0
1449,21719.9636,3.282943,23.203143,0
1450,21734.9532,3.459321,23.681151,0
1451,21749.9428,6.789280,24.694395,0
1452,21764.9325,9.444870,24.648457,0
1453,21779.9221,7.006605,24.775919,0
1454,21794.9117,7.861600,25.936687,0
1455,21809.9013,8.379903,26.676528,0
1456,21824.8909,14.737949,27.670938,0
1457,21839.8806,9.553733,27.702334,0
1458,21854.8702,5.290085,28.150823,0
1459,21869.8598,9.449646,28.360228,0
1460,21884.8494,5.450156,28.509347,0
1461,21899.8391,8.884186,29.498087,0
1462,21914.8287,6.494983,29.843563,0
1463,21929.8183,4.994694,30.389200,0
1464,21944.8079,8.836812,30.714424,0
1465,21959.7975,6.043135,30.128456,0
1466,21974.7872,8.455031,30.108512,0
1467,21989.7768,9.371511,29.316880,0
1468,22004.7664,7.648252,28.203564,0
1469,22019.7560,7.866926,28.182659,0
1470,22034.7457,9.110484,27.535729,0
1471,22049.7353,15.101113,26.295507,0
1472,22064.7249,13.237103,25.236213,0
1473,22079.7145,7.075598,25.151294,0
1474,22094.7042,14.120531,25.276998,0
1475,22109.6938,16.255907,25.862513,0
1476,22124.6834,15.938992,26.698384,0
1477,22139.6730,4.326779,26.791040,0
1478,22154.6626,8.342397,26.387681,0
1479,22169.6523,2.895411,26.536458,0
1480,22184.6419,8.042210,27.407266,0
1481,22199.6315,4.245621,29.069073,0
1482,22214.6211,7.252947,28.576503,0
1483,22229.6108,12.744823,28.760594,0
1484,22244.6004,9.909232,28.678927,0
1485,22259.5900,0.789011,28.734763,0
1486,22274.5796,7.738063,28.812663,0
1487,22289.5693,6.835217,28.693759,0
1488,22304.5589,2.484604,29.487408,0
1489,22319.5485,6.240406,30.206648,0
1490,22334.5381,8.097587,29.979287,0
1491,22349.5277,2.135130,29.931534,0
1492,22364.5174,6.975040,28.747387,0
1493,22379.5070,6.049916,27.550222,0
1494,22394.4966,8.706659,27.652291,0
1495,22409.4862,8.772994,27.229127,0
1496,22424.4759,6.211639,25.267977,0
1497,22439.4655,8.652829,23.511216,0
1498,22454.4551,5.431482,23.398244,0
1499,22469.4447,3.825488,23.085705,0
1500,22484.4343,8.004910,23.626150,0
1501,22499.4240,7.594401,23.279252,0
1502,22514.4136,5.911837,23.316555,0
1503,22529.4032,7.138444,23.674516,0
1504,22544.3928,2.944815,21.906067,0
1505,22559.3825,7.871890,20.931461,0
1506,22574.3721,9.874528,21.026726,0
1507,22589.3617,1.714483,20.210137,0
1508,22604.3513,10.606321,20.243259,0
1509,22619.3410,11.208697,20.323276,0
1510,22634.3306,9.800165,20.139890,0
1511,22649.3202,9.566123,19.893670,0
1512,22664.3098,3.401782,20.387544,0
1513,22679.2994,6.468417,21.252985,0
1514,22694.2891,7.583951,22.054028,0
1515,22709.2787,8.878095,22.450350,0
1516,22724.2683,3.883872,22.656651,0
1517,22739.2579,2.477907,22.889562,0
1518,22754.2476,1.086273,23.739154,0
1519,22769.2372,1.089749,24.498982,0
1520,22784.2268,3.972753,24.961946,0
1521,22799.2164,6.266784,24.871084,0
1522,22814.2061,6.772867,24.179417,0
1523,22829.1957,8.745177,25.354979,0
1524,22844.1853,4.313440,26.582887,0
1525,22859.1749,5.879685,26.404934,0
1526,22874.1645,7.139713,26.440325,0
1527,22889.1542,3.933808,26.273464,0
1528,22904.1438,3.369314,26.468591,0
1529,22919.1334,7.005304,26.085663,0
1530,22934.1230,3.499119,25.774814,0
1531,22949.1127,4.163005,25.557252,0
1532,22964.1023,8.737944,25.053880,0
1533,22979.0919,7.095664,24.512905,0
1534,22994.0815,4.019989,23.402088,0
1535,23009.0712,5.816747,22.257287,0
1536,23024.0608,5.398023,21.908598,0
1537,23039.0504,9.904117,23.371684,0
1538,23054.0400,14.059940,25.005550,0
1539,23069.0296,12.584074,23.678146,0
1540,23084.0193,4.803806,22.617245,0
1541,23099.0089,8.365931,22.715626,0
1542,23113.9985,0.887658,22.950844,0
1543,23128.9881,14.961228,23.796892,0
1544,23143.9778,15.885181,24.162718,0
1545,23158.9674,3.700192,23.627760,0
1546,23173.9570,6.367538,23.550187,0
1547,23188.9466,6.526288,23.084149,0
1548,23203.9362,5.802562,24.627615,0
1549,23218.9259,9.159544,26.276376,0
1550,23233.9155,7.673944,26.351980,0
1551,23248.9051,6.739251,27.113595,0
1552,23263.8947,5.365531,27.275298,0
1553,23278.8844,4.232452,25.858827,0
1554,23293.8740,5.555516,25.200581,0
1555,23308.8636,6.848875,25.438194,0
1556,23323.8532,6.196134,25.740617,0
1557,23338.8429,14.399873,25.675249,0
1558,23353.8325,13.912999,25.670642,0
1559,23368.8221,3.885690,24.846043,0
1560,23383.8117,8.510614,25.128411,0
1561,23398.8013,3.702396,26.128555,0
1562,23413.7910,3.732704,26.970210,0
1563,23428.7806,3.060701,28.190887,0
1564,23443.7702,2.096150,27.375581,0
1565,23458.7598,1.664928,26.100314,0
1566,23473.7495,3.535289,26.698957,0
1567,23488.7391,5.517401,26.178968,0
1568,23503.7287,6.420699,25.807651,0
1569,23518.7183,5.345135,25.469868,0
1570,23533.7080,8.841750,24.550353,0
1571,23548.6976,11.861582,24.191921,0
1572,23563.6872,6.284896,23.513619,0
1573,23578.6768,4.937276,24.057137,0
1574,23593.6664,7.697451,23.704297,0
1575,23608.6561,2.906255,23.724829,0
1576,23623.6457,10.356373,23.598503,0
1577,23638.6353,1.995035,23.237163,0
1578,23653.6249,9.664462,22.341979,0
1579,23668.6146,7.161594,21.194658,0
1580,23683.6042,12.575982,20.248166,0
1581,23698.5938,11.881200,20.618282,0
1582,23713.5834,3.021185,19.169237,0
1583,23728.5731,6.288551,19.192178,0
1584,23743.5627,10.683199,19.523652,0
1585,23758.5523,2.001531,20.997482,0
1586,23773.5419,13.150307,22.185776,0
1587,23788.5315,9.212394,22.456692,0
1588,23803.5212,3.853129,23.168615,0
1589,23818.5108,1.311427,23.860914,0
1590,23833.5004,1.571889,24.137620,0
1591,23848.4900,1.566709,25.686165,0
1592,23863.4797,5.020832,25.364844,0
1593,23878.4693,8.310635,24.808841,0
1594,23893.4589,5.676008,24.568038,0
1595,23908.4485,2.625909,24.141211,0
1596,23923.4381,6.814762,24.756454,0
1597,23938.4278,9.450545,24.484478,0
1598,23953.4174,8.352912,24.903749,0
1599,23968.4070,4.909143,25.074842,0
1600,23983.3966,1.781412,25.035207,0
1601,23998.3863,3.812179,24.254440,0
1602,24013.3759,3.129533,23.975738,0
1603,24028.3655,2.835154,24.125812,0
1604,24043.3551,3.377013,23.374370,0
1605,24058.3448,5.198178,22.180499,0
1606,24073.3344,4.235126,22.527509,0
1607,24088.3240,6.487520,21.018950,0
1608,24103.3136,10.653395,20.253747,0
1609,24118.3032,9.684088,20.605474,0
1610,24133.2929,9.828703,20.503399,0
1611,24148.2825,11.978064,20.510442,0
1612,24163.2721,7.286039,20.654629,0
1613,24178.2617,5.506651,21.197861,0
1614,24193.2514,7.535107,21.490460,0
1615,24208.2410,4.306207,21.901607,0
1616,24223.2306,9.968255,23.206867,0
1617,24238.2202,7.511593,23.321991,0
1618,24253.2099,2.606473,22.804453,0
1619,24268.1995,9.739673,23.262325,0
1620,24283.1891,7.059912,23.640359,0
1621,24298.1787,4.832104,24.412933,0
1622,24313.1683,5.429886,24.538402,0
1623,24328.1580,1.757429,24.688023,0
1624,24343.1476,4.681934,25.734142,0
1625,24358.1372,6.455301,26.003174,0
1626,24373.1268,11.514903,26.133225,0
1627,24388.1165,10.471131,26.204745,0
1628,24403.1061,5.934970,25.652633,0
1629,24418.0957,8.766710,25.012300,0
1630,24433.0853,4.346854,24.720199,0
1631,24448.0749,1.985956,24.434988,0
1632,24463.0646,8.805066,23.772193,0
1633,24478.0542,6.025470,24.262763,0
1634,24493.0438,4.419195,25.215269,0
1635,24508.0334,9.163310,24.507085,0
1636,24523.0231,9.476237,23.854439,0
1637,24538.0127,5.724031,23.386357,0
1638,24553.0023,4.110600,23.215851,0
1639,24567.9919,8.906416,22.795684,0
1640,24582.9816,8.979932,21.990610,0
1641,24597.9712,7.535889,22.678007,0
1642,24612.9608,10.445903,23.615199,0
1643,24627.9504,11.607252,24.692049,0
1644,24642.9400,10.322517,25.908164,0
1645,24657.9297,8.952681,27.057498,0
1646,24672.9193,6.549549,27.237642,0
1647,24687.9089,1.902625,27.080877,0
1648,24702.8985,5.539294,27.070514,0
1649,24717.8882,5.532471,26.841575,0
1650,24732.8778,5.299412,26.231788,0
1651,24747.8674,2.437526,26.400341,0
1652,24762.8570,5.275244,26.508792,0
1653,24777.8467,11.012748,26.665499,0
1654,24792.8363,10.567388,26.805697,0
1655,24807.8259,3.410090,27.533721,0
1656,24822.8155,0.776658,27.860676,0
1657,24837.8051,3.510867,26.966086,0
1658,24852.7948,10.266946,26.593420,0
1659,24867.7844,8.001746,26.344201,0
1660,24882.7740,3.056376,25.549354,0
1661,24897.7636,11.500310,24.678608,0
1662,24912.7533,12.789242,24.424832,0
1663,24927.7429,13.121644,24.493239,0
1664,24942.7325,11.787750,24.153149,0
1665,24957.7221,12.426274,23.942597,0
1666,24972.7118,6.503174,25.066302,0
1667,24987.7014,1.971373,26.543801,0
1668,25002.6910,1.030520,28.233939,0
1669,25017.6806,3.597678,28.784932,0
1670,25032.6702,3.367318,28.774334,0
1671,25047.6599,3.771766,27.982440,0
1672,25062.6495,4.258114,27.776062,0
1673,25077.6391,9.173658,27.949876,0
1674,25092.6287,11.557907,27.534964,0
1675,25107.6184,13.194226,27.071796,0
1676,25122.6080,11.902522,26.681167,0
1677,25137.5976,6.867933,26.187415,0
1678,25152.5872,3.899095,26.404467,0
1679,25167.5768,6.152077,26.477353,0
1680,25182.5665,9.109006,27.362983,0
1681,25197.5561,10.164395,28.173110,0
1682,25212.5457,7.027944,26.972817,0
1683,25227.5353,4.198380,25.376684,0
1684,25242.5250,4.707215,23.778974,0
1685,25257.5146,8.932713,23.935085,0
1686,25272.5042,11.151393,24.206970,0
1687,25287.4938,11.053993,24.139901,0
1688,25302.4835,11.276662,23.610578,0
1689,25317.4731,8.371770,23.140008,0
1690,25332.4627,2.819972,24.054726,0
1691,25347.4523,5.011997,24.751760,0
1692,25362.4419,10.450965,25.570036,0
1693,25377.4316,10.147721,26.594991,0
1694,25392.4212,7.383443,26.514469,0
1695,25407.4108,7.895910,26.108227,0
1696,25422.4004,4.173684,25.117154,0
1697,25437.3901,2.742058,24.859154,0
1698,25452.3797,3.433419,25.199383,0
1699,25467.3693,1.003873,25.817729,0
1700,25482.3589,7.420609,26.165481,0
1701,25497.3486,9.075385,25.028000,0
1702,25512.3382,3.313664,24.312420,0
1703,25527.3278,4.474765,24.974188,0
1704,25542.3174,5.100585,24.928310,0
1705,25557.3070,12.181836,25.175817,0
1706,25572.2967,9.914375,24.687032,0
1707,25587.2863,2.880462,23.649439,0
1708,25602.2759,4.438374,23.021287,0
1709,25617.2655,3.989893,22.196105,0
1710,25632.2552,10.821353,23.110432,0
1711,25647.2448,7.164667,23.387653,0
1712,25662.2344,5.737321,23.097176,0
1713,25677.2240,7.667936,22.419818,0
1714,25692.2137,3.610479,22.035168,0
1715,25707.2033,7.908492,22.492788,0
1716,25722.1929,7.198237,22.506780,0
1717,25737.1825,8.726402,22.495275,0
1718,25752.1721,2.497587,22.452637,0
1719,25767.1618,8.677353,21.793700,0
1720,25782.1514,7.464579,22.357866,0
1721,25797.1410,6.273365,22.888744,0
1722,25812.1306,9.393054,23.171067,0
1723,25827.1203,11.987261,23.153273,0
1724,25842.1099,5.427103,23.309220,0
1725,25857.0995,4.493783,23.476032,0
1726,25872.0891,6.438718,23.076617,0
1727,25887.0787,3.785464,23.617533,0
1728,25902.0684,6.869117,24.447087,0
1729,25917.0580,6.933231,24.775093,0
1730,25932.0476,7.676586,25.075095,0
1731,25947.0372,3.294014,24.139837,0
1732,25962.0269,5.305865,23.491090,0
1733,25977.0165,8.557565,23.903152,0
1734,25992.0061,6.482670,23.776809,0
1735,26006.9957,8.591055,23.905006,0
1736,26021.9854,8.283760,23.624059,0
1737,26036.9750,4.722872,23.100892,0
1738,26051.9646,5.586124,22.975090,0
1739,26066.9542,7.418215,23.905865,0
1740,26081.9438,6.526969,24.297229,0
1741,26096.9335,9.770645,24.580260,0
1742,26111.9231,9.309075,24.142360,0
1743,26126.9127,4.074395,23.099965,0
1744,26141.9023,3.692776,22.677382,0
1745,26156.8920,6.462623,21.975880,0
1746,26171.8816,10.593491,22.081326,0
1747,26186.8712,9.830871,22.444138,0
1748,26201.8608,3.507702,22.369513,0
1749,26216.8505,10.577605,21.803855,0
1750,26231.8401,9.087927,22.176781,0
1751,26246.8297,3.382713,22.557452,0
1752,26261.8193,3.601997,23.007743,0
1753,26276.8089,8.160432,22.812608,0
1754,26291.7986,4.885743,22.994178,0
1755,26306.7882,5.240531,22.528650,0
1756,26321.7778,7.366013,21.551089,0
1757,26336.7674,6.770110,20.620338,0
1758,26351.7571,8.496910,20.766223,0
1759,26366.7467,10.566302,21.434573,0
1760,26381.7363,8.466981,21.847020,0
1761,26396.7259,8.387065,22.185784,0
1762,26411.7155,8.080889,21.887008,0
1763,26426.7052,2.453271,21.817153,0
1764,26441.6948,6.554924,22.883259,0
1765,26456.6844,2.194951,23.995422,0
1766,26471.6740,4.609572,24.364704,0
1767,26486.6637,3.831021,24.129316,0
1768,26501.6533,0.822460,23.434975,0
1769,26516.6429,5.022150,23.494633,0
1770,26531.6325,8.907950,22.605446,0
1771,26546.6222,5.022879,22.492380,0
1772,26561.6118,5.475467,22.634761,0
1773,26576.6014,5.905438,22.928168,0
1774,26591.5910,7.647290,23.748909,0
1775,26606.5806,2.746053,24.314595,0
1776,26621.5703,2.203223,23.497299,0
1777,26636.5599,2.881364,23.056272,0
1778,26651.5495,6.254315,22.788565,0
1779,26666.5391,9.895446,22.561630,0
1780,26681.5288,11.138119,21.442452,0
1781,26696.5184,6.155153,19.912536,0
1782,26711.5080,5.603377,18.653865,0
1783,26726.4976,4.470394,18.407979,0
1784,26741.4873,6.965338,19.192447,0
1785,26756.4769,11.112642,20.296575,0
1786,26771.4665,10.213691,21.098321,0
1787,26786.4561,6.158346,21.113900,0
1788,26801.4457,4.646141,21.003080,0
1789,26816.4354,3.550439,21.091286,0
1790,26831.4250,6.530201,20.721360,0
1791,26846.4146,7.320834,20.128925,0
1792,26861.4042,4.570025,20.256177,0
1793,26876.3939,7.789932,21.276909,0
1794,26891.3835,13.976825,22.123894,0
1795,26906.3731,11.133701,22.390540,0
1796,26921.3627,3.021298,23.029832,0
1797,26936.3524,0.777091,23.237957,0
1798,26951.3420,2.357940,23.479250,0
1799,26966.3316,1.686287,24.333168,0
1800,26981.3212,2.227101,24.470195,0
1801,26996.3108,0.790256,23.334058,0
1802,27011.3005,4.562342,23.389733,0
1803,27026.2901,6.065147,25.800312,0
1804,27041.2797,4.257269,26.818904,0
1805,27056.2693,7.889485,26.438231,0
1806,27071.2590,10.444323,25.519279,0
1807,27086.2486,6.739193,24.949132,0
1808,27101.2382,1.258205,25.078312,0
1809,27116.2278,4.896549,24.143166,0
1810,27131.2174,7.120837,23.549453,0
1811,27146.2071,5.140897,23.902226,0
1812,27161.1967,3.441070,23.826847,0
1813,27176.1863,11.666562,23.686515,0
1814,27191.1759,11.749286,23.483819,0
1815,27206.1656,7.366803,22.703327,0
1816,27221.1552,6.779949,22.317767,0
1817,27236.1448,3.669563,22.257550,0
1818,27251.1344,1.494233,22.319263,0
1819,27266.1241,1.722027,20.227312,0
1820,27281.1137,3.483644,20.399146,0
1821,27296.1033,3.785338,22.438736,0
1822,27311.0929,12.416343,22.644136,0
1823,27326.0825,20.658740,22.957588,0
1824,27341.0722,13.394988,22.735279,0
1825,27356.0618,2.597284,24.943462,0
1826,27371.0514,5.514890,25.789017,0
1827,27386.0410,4.864018,26.077278,0
1828,27401.0307,5.688321,29.831302,0
1829,27416.0203,1.249370,31.612688,0
1830,27431.0099,1.873023,31.578542,0
1831,27445.9995,6.166045,31.301195,0
1832,27460.9892,6.584705,30.979370,0
1833,27475.9788,3.574355,31.189473,0
1834,27490.9684,3.205020,30.807965,0
1835,27505.9580,6.286930,30.384493,0
1836,27520.9476,7.590832,29.639294,0
1837,27535.9373,1.888919,28.330247,0
1838,27550.9269,5.187380,28.379640,0
1839,27565.9165,5.237585,28.169661,0
1840,27580.9061,12.203718,28.443594,0
1841,27595.8958,15.089913,27.234700,0
1842,27610.8854,6.733292,26.953793,0
1843,27625.8750,9.224890,27.608271,0
1844,27640.8646,5.976704,24.273445,0
1845,27655.8543,17.978361,23.441394,0
1846,27670.8439,13.417978,24.930628,0
1847,27685.8335,6.145422,25.029172,0
1848,27700.8231,17.067012,25.520098,0
1849,27715.8127,12.771628,25.468886,0
1850,27730.8024,4.586179,27.594505,0
1851,27745.7920,2.743841,29.014497,0
1852,27760.7816,0.542768,28.952117,0
1853,27775.7712,4.713329,30.537637,0
1854,27790.7609,9.515204,31.253500,0
1855,27805.7505,9.180075,31.230321,0
1856,27820.7401,5.573781,31.001816,0
1857,27835.7297,1.669916,30.368646,0
1858,27850.7193,7.377358,29.768582,0
1859,27865.7090,6.438690,28.763704,0
1860,27880.6986,6.757171,28.587170,0
1861,27895.6882,8.713380,27.559439,0
1862,27910.6778,12.048356,26.385530,0
1863,27925.6675,16.495198,27.474232,0
1864,27940.6571,13.110199,27.881073,0
1865,27955.6467,8.635575,28.087001,0
1866,27970.6363,4.007907,25.992861,0
1867,27985.6260,2.714185,24.977372,0
1868,28000.6156,3.641502,26.651260,0
1869,28015.6052,3.319965,25.744247,0
1870,28030.5948,10.347237,25.051865,0
1871,28045.5844,12.196595,24.945180,0
1872,28060.5741,4.525388,24.837651,0
1873,28075.5637,6.137675,24.918129,0
1874,28090.5533,6.059217,25.006799,0
1875,28105.5429,5.133544,25.452294,0
1876,28120.5326,5.917706,25.884413,0
1877,28135.5222,4.091584,25.716589,0
1878,28150.5118,4.279948,25.726800,0
1879,28165.5014,5.666339,24.608875,0
1880,28180.4911,9.202163,23.795376,0
1881,28195.4807,4.407221,23.959181,0
1882,28210.4703,7.148984,23.996420,0
1883,28225.4599,13.194356,23.420923,0
1884,28240.4495,11.154673,21.669243,0
1885,28255.4392,5.969969,21.310283,0
1886,28270.4288,3.847460,22.107406,0
1887,28285.4184,5.333347,23.288833,0
1888,28300.4080,6.728249,25.033362,0
1889,28315.3977,3.819262,25.951658,0
1890,28330.3873,4.450170,25.856262,0
1891,28345.3769,3.915380,24.985562,0
1892,28360.3665,4.373896,24.514519,0
1893,28375.3561,3.972540,25.012139,0
1894,28390.3458,6.540964,24.960462,0
1895,28405.3354,9.109392,24.699299,0
1896,28420.3250,9.311805,24.759057,0
1897,28435.3146,2.011601,24.809981,0
1898,28450.3043,4.219075,24.374285,0
1899,28465.2939,4.804472,24.481800,0
1900,28480.2835,4.633180,25.169452,0
1901,28495.2731,8.350737,25.173339,0
1902,28510.2628,8.907255,24.029903,0
1903,28525.2524,8.571472,22.912779,0
1904,28540.2420,6.959634,20.980248,0
1905,28555.2316,7.451617,19.851065,0
1906,28570.2212,13.368718,20.572810,0
1907,28585.2109,11.878210,21.442385,0
1908,28600.2005,10.254878,20.953361,0
1909,28615.1901,6.707737,20.705814,0
1910,28630.1797,1.829596,20.771965,0
1911,28645.1694,6.520302,22.534495,0
1912,28660.1590,11.709464,23.849746,0
1913,28675.1486,7.290472,23.909444,0
1914,28690.1382,5.756900,24.424336,0
1915,28705.1279,1.052244,24.918433,0
1916,28720.1175,6.430475,24.537427,0
1917,28735.1071,9.653578,24.613126,0
1918,28750.0967,4.005904,24.778783,0
1919,28765.0863,8.046936,24.775077,0
1920,28780.0760,9.996675,24.623494,0
1921,28795.0656,7.354143,24.766112,0
1922,28810.0552,5.041094,24.690884,0
1923,28825.0448,4.143134,23.771976,0
1924,28840.0345,1.356556,23.575262,0
1925,28855.0241,3.116737,23.864111,0
1926,28870.0137,7.531997,24.539864,0
1927,28885.0033,9.355336,24.290246,0
1928,28899.9930,5.470233,23.705277,0
1929,28914.9826,4.366168,23.329630,0
1930,28929.9722,0.654856,23.108985,0
1931,28944.9618,8.428901,22.227707,0
1932,28959.9514,9.925062,22.203127,0
1933,28974.9411,3.963402,21.448153,0
1934,28989.9307,7.839161,21.237788,0
1935,29004.9203,13.314998,21.345316,0
1936,29019.9099,9.159867,22.328533,0
1937,29034.8996,3.851906,23.176996,0
1938,29049.8892,0.916923,22.751347,0
1939,29064.8788,1.128518,22.965439,0
1940,29079.8684,1.168233,23.770385,0
1941,29094.8580,3.308924,23.629790,0
1942,29109.8477,4.703062,22.657375,0
1943,29124.8373,4.158235,21.058757,0
1944,29139.8269,3.273307,19.893020,0
1945,29154.8165,2.941382,19.619277,0
1946,29169.8062,9.997201,19.189166,0
1947,29184.7958,13.704392,18.858892,0
1948,29199.7854,11.758103,17.916826,0
1949,29214.7750,8.127437,17.852951,0
1950,29229.7647,8.124653,18.045222,0
1951,29244.7543,2.027461,18.693026,0
1952,29259.7439,5.968313,19.319425,0
1953,29274.7335,4.818116,19.172534,0
1954,29289.7231,2.829249,19.527061,0
1955,29304.7128,6.907634,20.255410,0
1956,29319.7024,7.757291,19.312204,0
1957,29334.6920,8.340092,19.226167,0
1958,29349.6816,6.402091,19.630301,0
1959,29364.6713,1.109980,19.773690,0
1960,29379.6609,3.312751,20.173868,0
1961,29394.6505,2.168088,20.728758,0
1962,29409.6401,2.058036,21.254058,0
1963,29424.6298,1.686484,21.720755,0
1964,29439.6194,3.317944,22.593174,0
1965,29454.6090,5.839557,23.292856,0
1966,29469.5986,3.837638,23.381335,0
1967,29484.5882,1.022331,22.589723,0
1968,29499.5779,1.405472,21.266096,0
1969,29514.5675,5.964282,20.453415,0
1970,29529.5571,6.253890,20.274725,0
1971,29544.5467,4.422383,19.269558,0
1972,29559.5364,3.847620,18.642377,0
1973,29574.5260,3.585839,18.180217,0
1974,29589.5156,5.637111,18.589830,0
1975,29604.5052,9.140680,19.618631,0
1976,29619.4949,8.500288,19.962526,0
1977,29634.4845,6.560596,19.725020,0
1978,29649.4741,6.552981,19.508486,0
1979,29664.4637,3.552608,19.431000,0
1980,29679.4533,3.535282,19.358421,0
1981,29694.4430,6.583356,19.002295,0
1982,29709.4326,4.716223,18.984139,0
1983,29724.4222,6.504759,19.344636,0
1984,29739.4118,11.573665,19.237084,0
1985,29754.4015,11.470633,18.960982,0
1986,29769.3911,7.446096,18.781419,0
1987,29784.3807,2.480692,18.801217,0
1988,29799.3703,5.071718,19.252487,0
1989,29814.3599,6.200472,20.258078,0
1990,29829.3496,6.473870,20.464296,0
1991,29844.3392,3.956774,19.804686,0
1992,29859.3288,2.006876,19.017314,0
1993,29874.3184,5.065753,18.583680,0
1994,29889.3081,8.702997,18.429860,0
1995,29904.2977,9.968685,18.241984,0
1996,29919.2873,9.025984,17.312939,0
1997,29934.2769,7.774951,16.502362,0
1998,29949.2666,7.312305,16.392321,0
1999,29964.2562,6.517287,16.924140,0
2000,29979.2458,6.571803,17.941114,0
2001,29994.2354,5.416112,18.774480,0
2002,30009.2250,3.877584,19.174992,0
2003,30024.2147,2.979368,19.798747,0
2004,30039.2043,1.871867,20.204683,0
2005,30054.1939,2.309673,19.941571,0
2006,30069.1835,3.514375,19.564465,0
2007,30084.1732,3.220506,19.720960,0
2008,30099.1628,3.774822,20.217384,0
2009,30114.1524,3.579751,20.523389,0
2010,30129.1420,2.217716,20.519934,0
2011,30144.1317,1.844160,20.400666,0
2012,30159.1213,1.794898,20.370810,0
2013,30174.1109,0.802572,20.431467,0
2014,30189.1005,3.288094,20.208326,0
2015,30204.0901,3.418105,19.380930,0
2016,30219.0798,3.470465,18.340008,0
2017,30234.0694,3.921509,17.346585,0
2018,30249.0590,4.643497,16.360817,0
2019,30264.0486,5.403800,15.397209,0
2020,30279.0383,4.802230,14.413278,0
2021,30294.0279,5.301438,13.260374,0
2022,30309.0175,6.388538,12.301629,0
2023,30324.0071,7.213440,11.569012,0
2024,30338.9967,7.923075,11.033430,0
2025,30353.9864,8.479670,10.444030,0
2026,30368.9760,7.905105,10.160547,0
2027,30383.9656,7.889438,10.218844,0
2028,30398.9552,7.742374,10.836394,0
2029,30413.9449,7.761579,11.581477,0
2030,30428.9345,6.595273,12.563657,0
2031,30443.9241,5.158516,13.591789,0
2032,30458.9137,3.698471,14.639716,0
2033,30473.9034,3.546443,15.678816,0
2034,30488.8930,2.686893,16.753431,0
2035,30503.8826,1.346233,17.481467,0
2036,30518.8722,1.143675,17.977944,0
2037,30533.8618,0.237317,18.305915,0
2038,30548.8515,0.996165,18.658326,0
2039,30563.8411,1.713717,18.871526,0
2040,30578.8307,2.371075,18.911014,0
2041,30593.8203,2.718100,19.051981,0
